user_name,email,account_type,gender,password,joining_date,"(""Jaquelyn Yalçın"", ""jaquelynyaln@gmail.ca"", 'customer' , 'male', ""BXD61MPX6YY"", ""2022-10-26""),"
Jin Nguyễn,jinnguyn@gmail.couk,'customer' ,'male',LQK71CXI3BA,8/13/2021,"(""Axel Nguyễn"", ""axelnguyn2124@gmail.couk"", 'customer' , 'female', ""BSI51IYX3LV"", ""2020-12-16""),"
Axel Nguyễn,axelnguyn2124@gmail.couk,'customer' ,'female',BSI51IYX3LV,12/16/2020,"(""Melodie Ái"", ""melodiei4744@gmail.com"", 'customer' , 'male', ""MQP22ZLU1DK"", ""2021-06-11""),"
Melodie Ái,melodiei4744@gmail.com,'customer' ,'male',MQP22ZLU1DK,6/11/2021,"(""William Daramola"", ""williamdaramola@gmail.ca"", 'artist' , 'female', ""RTX87PDS2RV"", ""2022-01-30""),"
William Daramola,williamdaramola@gmail.ca,'artist' ,'female',RTX87PDS2RV,1/30/2022,"(""Howard Narayan"", ""howardnarayan8986@gmail.org"", 'customer' , 'female', ""DZW75QLO5KY"", ""2022-11-06""),"
Howard Narayan,howardnarayan8986@gmail.org,'customer' ,'female',DZW75QLO5KY,11/6/2022,"(""Laurel Akdemir"", ""laurelakdemir9957@gmail.ca"", 'customer' , 'male', ""UDM38GLC5RO"", ""2022-09-27""),"
Laurel Akdemir,laurelakdemir9957@gmail.ca,'customer' ,'male',UDM38GLC5RO,9/27/2022,"(""Melvin Cortes"", ""melvincortes2022@gmail.com"", 'artist' , 'female', ""PSD57FUE2RR"", ""2022-01-16""),"
Melvin Cortes,melvincortes2022@gmail.com,'artist' ,'female',PSD57FUE2RR,1/16/2022,"(""Travis Ercan"", ""travisercan5811@gmail.couk"", 'artist' , 'female', ""GXQ71FSS6JM"", ""2021-11-10""),"
Travis Ercan,travisercan5811@gmail.couk,'artist' ,'female',GXQ71FSS6JM,11/10/2021,"(""Lance Maria"", ""lancemaria@gmail.couk"", 'customer' , 'female', ""TJK31MJF1VJ"", ""2022-02-09""),"
Lance Maria,lancemaria@gmail.couk,'customer' ,'female',TJK31MJF1VJ,2/9/2022,"(""Nina Ajudua"", ""ninaajudua4332@gmail.com"", 'artist' , 'male', ""QYA51SQB4BV"", ""2022-11-15""),"
Nina Ajudua,ninaajudua4332@gmail.com,'artist' ,'male',QYA51SQB4BV,11/15/2022,"(""Rigel Mehta"", ""rigelmehta@gmail.net"", 'artist' , 'female', ""BEI53DRZ6UL"", ""2022-06-02""),"
Rigel Mehta,rigelmehta@gmail.net,'artist' ,'female',BEI53DRZ6UL,6/2/2022,"(""Ulysses Daramola"", ""ulyssesdaramola2062@gmail.couk"", 'customer' , 'female', ""UKB18GFW5GC"", ""2022-10-31""),"
Ulysses Daramola,ulyssesdaramola2062@gmail.couk,'customer' ,'female',UKB18GFW5GC,10/31/2022,
