user_name,email,account_type,gender,bio,password,joining_date,postal_code,
Reagan Gilbert,est@yahoo.com,'artist','male',eu metus. In lorem.,"nec,",1/11/2021,6359-6615,"(""Reagan Gilbert"", ""est@yahoo.com"", 'artist', 'male', ""eu metus. In lorem."", ""nec,"", ""2021-01-11""),"
Walker Peters,facilisis.vitae@protonmail.edu,'artist','male',"at, egestas",ante,5/28/2022,92629,"(""Walker Peters"", ""facilisis.vitae@protonmail.edu"", 'artist', 'male', ""at, egestas"", ""ante"", ""2022-05-28""),"
Dolan Harrison,parturient.montes@google.org,'customer','female',non arcu. Vivamus sit amet,consectetuer,3/13/2022,96-68,"(""Dolan Harrison"", ""parturient.montes@google.org"", 'customer', 'female', ""non arcu. Vivamus sit amet"", ""consectetuer"", ""2022-03-13""),"
Raja Newman,dictum.sapien.aenean@yahoo.net,'customer','female',mus. Donec,mollis,6/9/2021,68-857,"(""Raja Newman"", ""dictum.sapien.aenean@yahoo.net"", 'customer', 'female', ""mus. Donec"", ""mollis"", ""2021-06-09""),"
Justina Patton,lectus.convallis.est@yahoo.edu,'artist','male',"sem mollis dui,",neque,10/4/2021,44-933,"(""Justina Patton"", ""lectus.convallis.est@yahoo.edu"", 'artist', 'male', ""sem mollis dui,"", ""neque"", ""2021-10-04""),"
Kato Gallagher,orci.lacus@yahoo.ca,'artist','male',libero. Proin,"dui,",4/9/2021,365456,"(""Kato Gallagher"", ""orci.lacus@yahoo.ca"", 'artist', 'male', ""libero. Proin"", ""dui,"", ""2021-04-09""),"
Kyra Leonard,per.inceptos@hotmail.edu,'customer','female',sit,ac,3/13/2021,7421,"(""Kyra Leonard"", ""per.inceptos@hotmail.edu"", 'customer', 'female', ""sit"", ""ac"", ""2021-03-13""),"
Melvin Townsend,tellus.nunc@icloud.couk,'customer','female',arcu,ligula.,5/4/2021,464599,"(""Melvin Townsend"", ""tellus.nunc@icloud.couk"", 'customer', 'female', ""arcu"", ""ligula."", ""2021-05-04""),"
Gisela Carson,lectus.justo.eu@icloud.net,'artist','male',gravida sit,varius,2/3/2022,4760,"(""Gisela Carson"", ""lectus.justo.eu@icloud.net"", 'artist', 'male', ""gravida sit"", ""varius"", ""2022-02-03""),"
Aladdin Quinn,ut.cursus.luctus@protonmail.couk,'artist','male',Nunc sollicitudin commodo,libero,9/8/2021,3236-7759,"(""Aladdin Quinn"", ""ut.cursus.luctus@protonmail.couk"", 'artist', 'male', ""Nunc sollicitudin commodo"", ""libero"", ""2021-09-08""),"
Nichole Serrano,nec.cursus@google.com,'customer','female',"ipsum dolor sit amet,",orci.,1/21/2022,164354,"(""Nichole Serrano"", ""nec.cursus@google.com"", 'customer', 'female', ""ipsum dolor sit amet,"", ""orci."", ""2022-01-21""),"
Tashya Alston,sit.amet.risus@icloud.net,'customer','female',"placerat, orci",tincidunt,4/16/2022,818338,"(""Tashya Alston"", ""sit.amet.risus@icloud.net"", 'customer', 'female', ""placerat, orci"", ""tincidunt"", ""2022-04-16""),"
Danielle Orr,vitae@hotmail.org,'artist','male',"dolor, tempus non,",cursus,5/6/2021,61516,"(""Danielle Orr"", ""vitae@hotmail.org"", 'artist', 'male', ""dolor, tempus non,"", ""cursus"", ""2021-05-06""),"
Ingrid Allen,quam.pellentesque@hotmail.couk,'artist','male',amet ornare,Pellentesque,7/26/2022,36883,"(""Ingrid Allen"", ""quam.pellentesque@hotmail.couk"", 'artist', 'male', ""amet ornare"", ""Pellentesque"", ""2022-07-26""),"
Knox Rich,in.aliquet@aol.com,'customer','female',ligula. Aenean gravida,nisl,8/23/2022,72236,"(""Knox Rich"", ""in.aliquet@aol.com"", 'customer', 'female', ""ligula. Aenean gravida"", ""nisl"", ""2022-08-23""),"
Francis Montgomery,taciti@hotmail.org,'customer','female',pede. Suspendisse dui.,Morbi,6/13/2022,174852,"(""Francis Montgomery"", ""taciti@hotmail.org"", 'customer', 'female', ""pede. Suspendisse dui."", ""Morbi"", ""2022-06-13""),"
Isadora Ruiz,neque@google.edu,'artist','male',"vitae, orci.",in,10/17/2021,58223-137,"(""Isadora Ruiz"", ""neque@google.edu"", 'artist', 'male', ""vitae, orci."", ""in"", ""2021-10-17""),"
Charissa Barber,non.vestibulum.nec@aol.com,'artist','male',"justo faucibus lectus, a sollicitudin",Cum,6/7/2022,59201,"(""Charissa Barber"", ""non.vestibulum.nec@aol.com"", 'artist', 'male', ""justo faucibus lectus, a sollicitudin"", ""Cum"", ""2022-06-07""),"
Briar Sandoval,sed.leo.cras@aol.edu,'customer','female',molestie arcu. Sed,lobortis,2/13/2021,624611,"(""Briar Sandoval"", ""sed.leo.cras@aol.edu"", 'customer', 'female', ""molestie arcu. Sed"", ""lobortis"", ""2021-02-13""),"
Cyrus Hammond,nam.ac@icloud.com,'customer','female',Donec at arcu. Vestibulum,id,10/15/2022,201611,"(""Cyrus Hammond"", ""nam.ac@icloud.com"", 'customer', 'female', ""Donec at arcu. Vestibulum"", ""id"", ""2022-10-15""),"
Rebekah Black,vehicula.aliquet@google.edu,'artist','male',Nullam,viverra.,9/23/2022,37292,"(""Rebekah Black"", ""vehicula.aliquet@google.edu"", 'artist', 'male', ""Nullam"", ""viverra."", ""2022-09-23""),"
Glenna Oneil,at.augue@outlook.ca,'artist','male',Mauris magna. Duis,ac,4/19/2022,5311-2118,"(""Glenna Oneil"", ""at.augue@outlook.ca"", 'artist', 'male', ""Mauris magna. Duis"", ""ac"", ""2022-04-19""),"
Joseph Levine,pellentesque.habitant@icloud.com,'customer','female',"placerat, augue. Sed molestie.",nec,7/20/2022,2528,"(""Joseph Levine"", ""pellentesque.habitant@icloud.com"", 'customer', 'female', ""placerat, augue. Sed molestie."", ""nec"", ""2022-07-20""),"
Uta Gilliam,pellentesque.tincidunt.tempus@aol.com,'customer','female',consequat enim diam vel arcu.,Fusce,3/4/2022,25436,"(""Uta Gilliam"", ""pellentesque.tincidunt.tempus@aol.com"", 'customer', 'female', ""consequat enim diam vel arcu."", ""Fusce"", ""2022-03-04""),"
Ruth Clay,vitae.erat@google.couk,'artist','male',"augue, eu tempor",blandit.,4/7/2022,20401,"(""Ruth Clay"", ""vitae.erat@google.couk"", 'artist', 'male', ""augue, eu tempor"", ""blandit."", ""2022-04-07""),"
Janna Fry,at@icloud.ca,'artist','male',urna. Nunc,ut,4/20/2021,5440,"(""Janna Fry"", ""at@icloud.ca"", 'artist', 'male', ""urna. Nunc"", ""ut"", ""2021-04-20""),"
Grant Wyatt,feugiat.non@protonmail.ca,'customer','female',tincidunt orci quis lectus. Nullam,"et,",10/1/2021,6821,"(""Grant Wyatt"", ""feugiat.non@protonmail.ca"", 'customer', 'female', ""tincidunt orci quis lectus. Nullam"", ""et,"", ""2021-10-01""),"
Akeem Bishop,faucibus.lectus.a@google.ca,'customer','female',"quis, pede.",Phasellus,7/19/2021,4320,"(""Akeem Bishop"", ""faucibus.lectus.a@google.ca"", 'customer', 'female', ""quis, pede."", ""Phasellus"", ""2021-07-19""),"
Clio Schmidt,auctor.velit@google.couk,'artist','male',purus. Nullam scelerisque,Praesent,9/24/2021,454655,"(""Clio Schmidt"", ""auctor.velit@google.couk"", 'artist', 'male', ""purus. Nullam scelerisque"", ""Praesent"", ""2021-09-24""),"
Fredericka Tanner,vitae@outlook.org,'artist','male',vitae,"sed,",5/11/2021,237329,"(""Fredericka Tanner"", ""vitae@outlook.org"", 'artist', 'male', ""vitae"", ""sed,"", ""2021-05-11""),"
Noah Potts,vel.convallis@yahoo.com,'customer','female',velit eu sem.,sagittis,4/5/2021,76264,"(""Noah Potts"", ""vel.convallis@yahoo.com"", 'customer', 'female', ""velit eu sem."", ""sagittis"", ""2021-04-05""),"
Zachery Wagner,molestie.tellus@outlook.net,'customer','female',Proin,erat,3/12/2021,8113,"(""Zachery Wagner"", ""molestie.tellus@outlook.net"", 'customer', 'female', ""Proin"", ""erat"", ""2021-03-12""),"
Cathleen Peterson,nec.quam@hotmail.couk,'artist','male',"dolor dolor, tempus",blandit,9/28/2021,8758,"(""Cathleen Peterson"", ""nec.quam@hotmail.couk"", 'artist', 'male', ""dolor dolor, tempus"", ""blandit"", ""2021-09-28""),"
Charissa Contreras,fringilla2@yahoo.couk,'artist','male',sit,ac,3/23/2021,56922,"(""Charissa Contreras"", ""fringilla2@yahoo.couk"", 'artist', 'male', ""sit"", ""ac"", ""2021-03-23""),"
Travis Tillman,dis.parturient@protonmail.net,'customer','female',"eget varius ultrices,",purus,5/1/2021,666882,"(""Travis Tillman"", ""dis.parturient@protonmail.net"", 'customer', 'female', ""eget varius ultrices,"", ""purus"", ""2021-05-01""),"
Rhea Buck,non.egestas@outlook.net,'customer','female',"neque tellus, imperdiet non, vestibulum",consectetuer,5/16/2021,6606,"(""Rhea Buck"", ""non.egestas@outlook.net"", 'customer', 'female', ""neque tellus, imperdiet non, vestibulum"", ""consectetuer"", ""2021-05-16""),"
Shana Mcdaniel,facilisis.non@yahoo.edu,'artist','male',Morbi vehicula.,nec,3/17/2022,8583,"(""Shana Mcdaniel"", ""facilisis.non@yahoo.edu"", 'artist', 'male', ""Morbi vehicula."", ""nec"", ""2022-03-17""),"
Stephanie Guerrero,lobortis.mauris.suspendisse@aol.couk,'artist','male',"dolor, nonummy ac, feugiat",Morbi,7/30/2022,23848,"(""Stephanie Guerrero"", ""lobortis.mauris.suspendisse@aol.couk"", 'artist', 'male', ""dolor, nonummy ac, feugiat"", ""Morbi"", ""2022-07-30""),"
Erich Mcdaniel,vel.sapien@protonmail.couk,'customer','female',justo nec,tellus,2/21/2022,31-369,"(""Erich Mcdaniel"", ""vel.sapien@protonmail.couk"", 'customer', 'female', ""justo nec"", ""tellus"", ""2022-02-21""),"
Hop Madden,lacus.cras@google.ca,'customer','female',Curabitur vel lectus. Cum sociis,sollicitudin,8/13/2022,51648,"(""Hop Madden"", ""lacus.cras@google.ca"", 'customer', 'female', ""Curabitur vel lectus. Cum sociis"", ""sollicitudin"", ""2022-08-13""),"
Nash Gilmore,non.enim@aol.edu,'artist','male',"pharetra sed, hendrerit a,",non,4/25/2021,166366,"(""Nash Gilmore"", ""non.enim@aol.edu"", 'artist', 'male', ""pharetra sed, hendrerit a,"", ""non"", ""2021-04-25""),"
Mannix Barnes,et.magnis@hotmail.org,'artist','male',"congue, elit sed",at,1/21/2022,68P 5X8,"(""Mannix Barnes"", ""et.magnis@hotmail.org"", 'artist', 'male', ""congue, elit sed"", ""at"", ""2022-01-21""),"
Ulysses Riley,ac.tellus@hotmail.ca,'customer','female',Phasellus fermentum convallis ligula.,Integer,1/15/2021,1306-1833,"(""Ulysses Riley"", ""ac.tellus@hotmail.ca"", 'customer', 'female', ""Phasellus fermentum convallis ligula."", ""Integer"", ""2021-01-15""),"
Philip Simon,ut.aliquam@protonmail.com,'customer','female',ut ipsum ac mi,Ut,10/19/2021,60651-52133,"(""Philip Simon"", ""ut.aliquam@protonmail.com"", 'customer', 'female', ""ut ipsum ac mi"", ""Ut"", ""2021-10-19""),"
Meghan Long,luctus.sit@google.com,'artist','male',urna,Aliquam,11/22/2022,17247,"(""Meghan Long"", ""luctus.sit@google.com"", 'artist', 'male', ""urna"", ""Aliquam"", ""2022-11-22""),"
Wallace Welch,elit.elit@protonmail.com,'artist','male',Mauris ut quam vel,mauris,12/29/2022,50216,"(""Wallace Welch"", ""elit.elit@protonmail.com"", 'artist', 'male', ""Mauris ut quam vel"", ""mauris"", ""2022-12-29""),"
Jordan Velez,fusce.aliquam@yahoo.couk,'customer','female',netus,Etiam,7/8/2022,123526,"(""Jordan Velez"", ""fusce.aliquam@yahoo.couk"", 'customer', 'female', ""netus"", ""Etiam"", ""2022-07-08""),"
Kiona Simpson,turpis.nec@icloud.net,'customer','female',Etiam imperdiet dictum,"congue,",3/29/2022,7224,"(""Kiona Simpson"", ""turpis.nec@icloud.net"", 'customer', 'female', ""Etiam imperdiet dictum"", ""congue,"", ""2022-03-29""),"
Odessa Hull,non.vestibulum.nec@yahoo.ca,'artist','male',"Donec est. Nunc ullamcorper,","at,",11/21/2021,30118,"(""Odessa Hull"", ""non.vestibulum.nec@yahoo.ca"", 'artist', 'male', ""Donec est. Nunc ullamcorper,"", ""at,"", ""2021-11-21""),"
Veronica Petty,nulla.tincidunt@yahoo.org,'artist','male',In condimentum. Donec at arcu.,non,6/15/2022,3453,"(""Veronica Petty"", ""nulla.tincidunt@yahoo.org"", 'artist', 'male', ""In condimentum. Donec at arcu."", ""non"", ""2022-06-15""),"
Kareem Jefferson,convallis.ligula@aol.net,'customer','female',sapien imperdiet ornare. In,dictum,9/7/2021,3931,"(""Kareem Jefferson"", ""convallis.ligula@aol.net"", 'customer', 'female', ""sapien imperdiet ornare. In"", ""dictum"", ""2021-09-07""),"
Ivy Owen,penatibus@icloud.edu,'customer','female',"Mauris vestibulum, neque",sodales,7/4/2021,26716,"(""Ivy Owen"", ""penatibus@icloud.edu"", 'customer', 'female', ""Mauris vestibulum, neque"", ""sodales"", ""2021-07-04""),"
Maya Emerson,praesent.eu@icloud.edu,'artist','male',diam,egestas.,6/29/2022,38565,"(""Maya Emerson"", ""praesent.eu@icloud.edu"", 'artist', 'male', ""diam"", ""egestas."", ""2022-06-29""),"
Signe Keith,nam.tempor@protonmail.net,'artist','male',"Nam nulla magna, malesuada vel,",magnis,5/18/2022,72-47,"(""Signe Keith"", ""nam.tempor@protonmail.net"", 'artist', 'male', ""Nam nulla magna, malesuada vel,"", ""magnis"", ""2022-05-18""),"
Chandler Cain,posuere.cubilia.curae@hotmail.org,'customer','female',Nam,eu,12/7/2021,455328,"(""Chandler Cain"", ""posuere.cubilia.curae@hotmail.org"", 'customer', 'female', ""Nam"", ""eu"", ""2021-12-07""),"
Cadman Mcpherson,egestas.rhoncus@icloud.net,'customer','female',libero. Proin,"tortor,",10/14/2021,866848,"(""Cadman Mcpherson"", ""egestas.rhoncus@icloud.net"", 'customer', 'female', ""libero. Proin"", ""tortor,"", ""2021-10-14""),"
